affiliations.name.en,affiliations.name.no,affiliations.name.se,affiliations.nameNow.en,affiliations.city.en,affiliations.city.no,affiliations.city.se,affiliations.country.en,affiliations.country.no,affiliations.country.se,affiliations.cityNow.en,affiliations.cityNow.no,affiliations.cityNow.se,affiliations.countryNow.en,affiliations.countryNow.no,affiliations.countryNow.se,affiliations.locationString.en,affiliations.locationString.no,affiliations.locationString.se,id,awardYear,category.en
Swedish Gas-Accumulator Co.,Swedish Gas-Accumulator Co.,Swedish Gas-Accumulator Co.,Swedish Gas-Accumulator Co.,"Lidingö, Stockholm","Lidingö, Stockholm","Lidingö, Stockholm",Sweden,Sverige,Sverige,"Lidingö, Stockholm","Lidingö, Stockholm","Lidingö, Stockholm",Sweden,Sverige,Sverige,"Lidingö, Stockholm, Sweden","Lidingö, Stockholm, Sverige","Lidingö, Stockholm, Sverige",17,1912,Physics
Halle University,Halle University,Halle University,Halle University,Halle,Halle,Halle,Germany,Tyskland,Tyskland,Halle,Halle,Halle,Germany,Tyskland,Tyskland,"Halle, Germany","Halle, Tyskland","Halle, Tyskland",31,1925,Physics
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",777,2004,Physics
University of Wisconsin,University of Wisconsin,University of Wisconsin,University of Wisconsin,"Madison, WI","Madison, WI","Madison, WI",USA,USA,USA,"Madison, WI","Madison, WI","Madison, WI",USA,USA,USA,"Madison, WI, USA","Madison, WI, USA","Madison, WI, USA",389,1968,Physiology or Medicine
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",751,2002,Physiology or Medicine
Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,"Baltimore, MD","Baltimore, MD","Baltimore, MD",USA,USA,USA,"Baltimore, MD","Baltimore, MD","Baltimore, MD",USA,USA,USA,"Baltimore, MD, USA","Baltimore, MD, USA","Baltimore, MD, USA",416,1978,Physiology or Medicine
Royal Institute of Technology,Royal Institute of Technology,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,"Stockholm, Sweden","Stockholm, Sverige","Stockholm, Sverige",91,1970,Physics
Cornell University,Cornell University,Cornell University,Cornell University,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY","Ithaca, NY","Ithaca, NY",USA,USA,USA,"Ithaca, NY, USA","Ithaca, NY, USA","Ithaca, NY, USA",88,1967,Physics
Technische Hochschule (Institute of Technology),Technische Hochschule (Institute of Technology),Technische Hochschule (Institute of Technology),Technische Hochschule (Institute of Technology),Munich,München,München,Germany,Tyskland,Tyskland,Munich,München,München,Germany,Tyskland,Tyskland,"Munich, Germany","München, Tyskland","München, Tyskland",188,1930,Chemistry
University of Washington,University of Washington,University of Washington,University of Washington,"Seattle, WA","Seattle, WA","Seattle, WA",USA,USA,USA,"Seattle, WA","Seattle, WA","Seattle, WA",USA,USA,USA,"Seattle, WA, USA","Seattle, WA, USA","Seattle, WA, USA",136,1989,Physics
Sheffield University,Sheffield University,Sheffield University,Sheffield University,Sheffield,Sheffield,Sheffield,United Kingdom,Storbritannia,Storbritannien,Sheffield,Sheffield,Sheffield,United Kingdom,Storbritannia,Storbritannien,"Sheffield, United Kingdom","Sheffield, Storbritannia","Sheffield, Storbritannien",354,1953,Physiology or Medicine
University of Freiburg im Breisgau,University of Freiburg im Breisgau,University of Freiburg im Breisgau,University of Freiburg im Breisgau,Breisgau,Breisgau,Breisgau,Germany,Tyskland,Tyskland,Breisgau,Breisgau,Breisgau,Germany,Tyskland,Tyskland,"Breisgau, Germany","Breisgau, Tyskland","Breisgau, Tyskland",329,1935,Physiology or Medicine
Stockholm University,Stockholm University,Stockholm University,Stockholm University,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,"Stockholm, Sweden","Stockholm, Sverige","Stockholm, Sverige",187,1929,Chemistry
German Cancer Research Center,German Cancer Research Center,German Cancer Research Center,German Cancer Research Center,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,Heidelberg,Heidelberg,Heidelberg,Germany,Tyskland,Tyskland,"Heidelberg, Germany","Heidelberg, Tyskland","Heidelberg, Tyskland",823,2008,Physiology or Medicine
Columbia University,Columbia University,Columbia University,Columbia University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",192,1934,Chemistry
University of California School of Medicine,University of California School of Medicine,University of California School of Medicine,University of California School of Medicine,"San Francisco, CA","San Francisco, CA","San Francisco, CA",USA,USA,USA,"San Francisco, CA","San Francisco, CA","San Francisco, CA",USA,USA,USA,"San Francisco, CA, USA","San Francisco, CA, USA","San Francisco, CA, USA",441,1989,Physiology or Medicine
City University of New York,City University of New York,City University of New York,City University of New York,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",704,1990,Economic Sciences
Max-Planck-Institut für Biophysik,Max-Planck-Institut für Biophysik,Max-Planck-Institut für Biophysik,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Frankfurt am Main,Frankfurt am Main,Germany,Tyskland,Tyskland,Frankfurt-on-the-Main,Frankfurt am Main,Frankfurt am Main,Germany,Tyskland,Tyskland,"Frankfurt-on-the-Main, Germany","Frankfurt am Main, Tyskland","Frankfurt am Main, Tyskland",272,1988,Chemistry
National Institutes of Health,National Institutes of Health,National Institutes of Health,National Institutes of Health,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD, USA","Bethesda, MD, USA","Bethesda, MD, USA",985,2020,Physiology or Medicine
Leiden University,Leiden University,Leiden University,Leiden University,Leiden,Leiden,Leiden,the Netherlands,Nederland,Nederländerna,Leiden,Leiden,Leiden,the Netherlands,Nederland,Nederländerna,"Leiden, the Netherlands","Leiden, Nederland","Leiden, Nederländerna",18,1913,Physics
IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,Rüschlikon,Rüschlikon,Rüschlikon,Switzerland,Sveits,Schweiz,Rüschlikon,Rüschlikon,Rüschlikon,Switzerland,Sveits,Schweiz,"Rüschlikon, Switzerland","Rüschlikon, Sveits","Rüschlikon, Schweiz",129,1986,Physics
Munich University,Munich University,Munich University,Munich University,Munich,München,München,Germany,Tyskland,Tyskland,Munich,München,München,Germany,Tyskland,Tyskland,"Munich, Germany","München, Tyskland","München, Tyskland",184,1927,Chemistry
Leiden University,Leiden University,Leiden University,Leiden University,Leiden,Leiden,Leiden,the Netherlands,Nederland,Nederländerna,Leiden,Leiden,Leiden,the Netherlands,Nederland,Nederländerna,"Leiden, the Netherlands","Leiden, Nederland","Leiden, Nederländerna",2,1902,Physics
École Polytechnique,École Polytechnique,École Polytechnique,École Polytechnique,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",4,1903,Physics
Sorbonne University,Sorbonne University,Sorbonne University,Sorbonne University,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",165,1906,Chemistry
Polytechnic Institute,Polytechnic Institute,Polytechnic Institute,Polytechnic Institute,Copenhagen,København,Köpenhamn,Denmark,Danmark,Danmark,Copenhagen,København,Köpenhamn,Denmark,Danmark,Danmark,"Copenhagen, Denmark","København, Danmark","Köpenhamn, Danmark",335,1943,Physiology or Medicine
Stanford University,Stanford University,Stanford University,Stanford University,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",260,1983,Chemistry
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",139,1990,Physics
The Medical Foundation of Buffalo,The Medical Foundation of Buffalo,The Medical Foundation of Buffalo,The Medical Foundation of Buffalo,"Buffalo, NY","Buffalo, NY","Buffalo, NY",USA,USA,USA,"Buffalo, NY","Buffalo, NY","Buffalo, NY",USA,USA,USA,"Buffalo, NY, USA","Buffalo, NY, USA","Buffalo, NY, USA",262,1985,Chemistry
Purdue University,Purdue University,Purdue University,Purdue University,"West Lafayette, IN","West Lafayette, IN","West Lafayette, IN",USA,USA,USA,"West Lafayette, IN","West Lafayette, IN","West Lafayette, IN",USA,USA,USA,"West Lafayette, IN, USA","West Lafayette, IN, USA","West Lafayette, IN, USA",252,1979,Chemistry
University of California,University of California,University of California,University of California,"Santa Barbara, CA","Santa Barbara, CA","Santa Barbara, CA",USA,USA,USA,"Santa Barbara, CA","Santa Barbara, CA","Santa Barbara, CA",USA,USA,USA,"Santa Barbara, CA, USA","Santa Barbara, CA, USA","Santa Barbara, CA, USA",727,2000,Physics
Rockefeller Institute for Medical Research,Rockefeller Institute for Medical Research,Rockefeller Institute for Medical Research,Rockefeller Institute for Medical Research,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",338,1944,Physiology or Medicine
Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,"Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",USA,USA,USA,"Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",USA,USA,USA,"Pittsburgh, PA, USA","Pittsburgh, PA, USA","Pittsburgh, PA, USA",691,1978,Economic Sciences
Indiana University,Indiana University,Indiana University,Indiana University,"Bloomington, IN","Bloomington, IN","Bloomington, IN",USA,USA,USA,"Bloomington, IN","Bloomington, IN","Bloomington, IN",USA,USA,USA,"Bloomington, IN, USA","Bloomington, IN, USA","Bloomington, IN, USA",342,1946,Physiology or Medicine
University of Freiburg,University of Freiburg,University of Freiburg,University of Freiburg,Breisgau,Breisgau,Breisgau,Germany,Tyskland,Tyskland,Breisgau,Breisgau,Breisgau,Germany,Tyskland,Tyskland,"Breisgau, Germany","Breisgau, Tyskland","Breisgau, Tyskland",216,1953,Chemistry
"Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry), Freiburg","Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry), Freiburg","Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry), Freiburg","Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry), Freiburg",Breisgau,Breisgau,Breisgau,Germany,Tyskland,Tyskland,Breisgau,Breisgau,Breisgau,Germany,Tyskland,Tyskland,"Breisgau, Germany","Breisgau, Tyskland","Breisgau, Tyskland",216,1953,Chemistry
University of Tsukuba,University of Tsukuba,University of Tsukuba,University of Tsukuba,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,"Tokyo, Japan","Tokyo, Japan","Tokyo, Japan",731,2000,Chemistry
Kyoto Imperial University,Kyoto Imperial University,Kyoto Imperial University,Kyoto Imperial University,Kyoto,Kyoto,Kyoto,Japan,Japan,Japan,Kyoto,Kyoto,Kyoto,Japan,Japan,Japan,"Kyoto, Japan","Kyoto, Japan","Kyoto, Japan",54,1949,Physics
Columbia University,Columbia University,Columbia University,Columbia University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",54,1949,Physics
Nagoya University,Nagoya University,Nagoya University,Nagoya University,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,"Nagoya, Japan","Nagoya, Japan","Nagoya, Japan",907,2014,Physics
Columbia University,Columbia University,Columbia University,Columbia University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",156,1998,Physics
University of Wisconsin,University of Wisconsin,University of Wisconsin,University of Wisconsin,"Madison, WI","Madison, WI","Madison, WI",USA,USA,USA,"Madison, WI","Madison, WI","Madison, WI",USA,USA,USA,"Madison, WI, USA","Madison, WI, USA","Madison, WI, USA",408,1975,Physiology or Medicine
"Karolinska Institutet, Nobel Medical Institute","Karolinska Institutet, Nobel Medical Institute","Karolinska Institutet, Nobel Medical Institute","Karolinska Institutet, Nobel Medical Institute",Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,Stockholm,Stockholm,Stockholm,Sweden,Sverige,Sverige,"Stockholm, Sweden","Stockholm, Sverige","Stockholm, Sverige",359,1955,Physiology or Medicine
Lomonosov Moscow State University,Lomonosov Moscow State University,Lomonosov Moscow State University,Lomonosov Moscow State University,Moscow,Moskva,Moskva,USSR,Sovjet,Sovjetunionen,Moscow,Moskva,Moskva,Russia,Russland,Ryssland,"Moscow, USSR (now Russia)","Moskva, Sovjet (nå Russland)","Moskva, Sovjetunionen (nu Ryssland)",71,1958,Physics
P.N. Lebedev Physical Institute,P.N. Lebedev Physical Institute,P.N. Lebedev Physical Institute,P.N. Lebedev Physical Institute,Moscow,Moskva,Moskva,USSR,Sovjet,Sovjetunionen,Moscow,Moskva,Moskva,Russia,Russland,Ryssland,"Moscow, USSR (now Russia)","Moskva, Sovjet (nå Russland)","Moskva, Sovjetunionen (nu Ryssland)",71,1958,Physics
Lomonosov Moscow State University,Lomonosov Moscow State University,Lomonosov Moscow State University,Lomonosov Moscow State University,Moscow,Moskva,Moskva,USSR,Sovjet,Sovjetunionen,Moscow,Moskva,Moskva,Russia,Russland,Ryssland,"Moscow, USSR (now Russia)","Moskva, Sovjet (nå Russland)","Moskva, Sovjetunionen (nu Ryssland)",721,1958,Physics
P.N. Lebedev Physical Institute,P.N. Lebedev Physical Institute,P.N. Lebedev Physical Institute,P.N. Lebedev Physical Institute,Moscow,Moskva,Moskva,USSR,Sovjet,Sovjetunionen,Moscow,Moskva,Moskva,Russia,Russland,Ryssland,"Moscow, USSR (now Russia)","Moskva, Sovjet (nå Russland)","Moskva, Sovjetunionen (nu Ryssland)",721,1958,Physics
Institut Pasteur,Institut Pasteur,Institut Pasteur,Institut Pasteur,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",301,1908,Physiology or Medicine
Université Libre de Bruxelles,Université Libre de Bruxelles,Université Libre de Bruxelles,Université Libre de Bruxelles,Brussels,Brussel,Bryssel,Belgium,Belgia,Belgien,Brussels,Brussel,Bryssel,Belgium,Belgia,Belgien,"Brussels, Belgium","Brussel, Belgia","Bryssel, Belgien",250,1977,Chemistry
University of Texas,University of Texas,University of Texas,University of Texas,"Austin, TX","Austin, TX","Austin, TX",USA,USA,USA,"Austin, TX","Austin, TX","Austin, TX",USA,USA,USA,"Austin, TX, USA","Austin, TX, USA","Austin, TX, USA",250,1977,Chemistry
Institut du Radium,Institut du Radium,Institut du Radium,Institut du Radium,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",194,1935,Chemistry
General Electric Company,General Electric Company,General Electric Company,General Electric Company,"Schenectady, NY","Schenectady, NY","Schenectady, NY",USA,USA,USA,"Schenectady, NY","Schenectady, NY","Schenectady, NY",USA,USA,USA,"Schenectady, NY, USA","Schenectady, NY, USA","Schenectady, NY, USA",191,1932,Chemistry
University of California,University of California,University of California,University of California,"Irvine, CA","Irvine, CA","Irvine, CA",USA,USA,USA,"Irvine, CA","Irvine, CA","Irvine, CA",USA,USA,USA,"Irvine, CA, USA","Irvine, CA, USA","Irvine, CA, USA",781,2004,Chemistry
Meijo University,Meijo University,Meijo University,Meijo University,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,"Nagoya, Japan","Nagoya, Japan","Nagoya, Japan",906,2014,Physics
Nagoya University,Nagoya University,Nagoya University,Nagoya University,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,Nagoya,Nagoya,Nagoya,Japan,Japan,Japan,"Nagoya, Japan","Nagoya, Japan","Nagoya, Japan",906,2014,Physics
Columbia University,Columbia University,Columbia University,Columbia University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",49,1944,Physics
