awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,motivation.en,motivation.se,prizes.links.rel,prizes.links.href,prizes.links.action,prizes.links.types,id,motivation.no,topMotivation.en,topMotivation.se
1979,2,1/2,1979-10-15,received,800000,3042231,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",för deras utveckling av borföreningar respektive fosforföreningar till viktiga reagens inom organsk syntes,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1979,Get,application/json,253,NA,NA,NA
2001,1,1/3,2001-10-10,received,10000000,12518033,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for their analyses of markets with asymmetric information,för deras analys av marknader med assymetrisk informations,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/2001,Get,application/json,744,NA,NA,NA
1994,1,1,1994-10-12,received,7000000,9417195,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his contribution to carbocation chemistry,för hans insatser inom karbokatjonkemin,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1994,Get,application/json,280,NA,NA,NA
1958,1,1/4,NA,received,214559,2694692,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discovery that genes act by regulating definite chemical events,för deras upptäckt att gener verka vid reglerandet av bestämda kemiska förlopp,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1958,Get,application/json,364,NA,NA,NA
1925,1,1,NA,received,118165,3269232,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty","för hans av både idealitet och humanitet uppburna författarskap, vars friska satir ofta med sig förenar en egenartad poetisk skönhet",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/1925,Get,application/json,596,NA,NA,NA
1953,1,1,1953-10-30,received,175293,2614331,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for proposing and supervising the plan for the economic recovery of Europe,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1953,Get,application/json,514,for å ha foreslått og ført tilsyn med planen for økonomisk gjenoppbygging av Europa,NA,NA
1980,3,1/3,1980-10-10,received,880000,2942067,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,för deras upptäckter rörande genetiskt bestämda cellulära ytstrukturer som styr immunologiska reaktioner,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1980,Get,application/json,421,NA,NA,NA
1943,1,1,NA,received,123691,2566588,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his work on the use of isotopes as tracers in the study of chemical processes,för hans arbeten över isotopers användning som indikatorer vid studiet av kemiska processer,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1943,Get,application/json,201,NA,NA,NA
1974,3,1/3,NA,received,550000,3322627,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning the structural and functional organization of the cell,för deras upptäckter rörande cellens strukturella och funktionella organisation,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1974,Get,application/json,405,NA,NA,NA
2009,3,1/4,2009-10-06,received,10000000,11157218,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for the invention of an imaging semiconductor circuit - the CCD sensor,för uppfinningen av en avbildande halvledarkrets – CCD-detektorn,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/2009,Get,application/json,840,NA,NA,NA
2006,2,1/2,2006-10-03,received,10000000,11762169,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,för upptäckten av den kosmiska bakgrundsstrålningens svartkroppsform och anisotropi,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/2006,Get,application/json,805,NA,NA,NA
1988,3,1/3,NA,received,2500000,4729931,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of important principles for drug treatment,för deras upptäckter av viktiga principer för läkemedelsbehandling,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1988,Get,application/json,439,NA,NA,NA
1934,1,1/3,NA,received,162608,5261333,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning liver therapy in cases of anaemia,för deras upptäckter rörande leverterapi vid anemier,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1934,Get,application/json,326,NA,NA,NA
1982,1,1,1982-10-20,received,1150000,3158777,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",för hans banbrytande studier av marknaders funktionssätt och strukturer samt offentliga regleringars orsaker och effekter,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/1982,Get,application/json,696,NA,NA,NA
2018,2,1/4,2018-10-03,received,9000000,9163200,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for the phage display of peptides and antibodies,för fagdisplay av peptider och antikroppar,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/2018,Get,application/json,964,NA,NA,NA
1937,2,1/2,NA,received,158463,4801680,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for their experimental discovery of the diffraction of electrons by crystals,för den experimentella upptäckten av interferensfenomenet vid kristallers bestrålning med elektroner,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1937,Get,application/json,45,NA,NA,NA
1967,3,1/4,NA,received,320000,2895166,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",för deras undersökningar av ytterst snabba kemiska reaktioner genom jämviktsstörning med kortvariga energipulser,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1967,Get,application/json,235,NA,NA,NA
1934,2,1/3,NA,received,162608,5261333,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning liver therapy in cases of anaemia,för deras upptäckter rörande leverterapi vid anemier,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1934,Get,application/json,327,NA,NA,NA
1967,3,1/3,NA,received,320000,2895166,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning the primary physiological and chemical visual processes in the eye,för deras upptäckter rörande de primära fysiologiska och kemiska synprocesserna i ögat,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1967,Get,application/json,387,NA,NA,NA
1992,1,1,1992-10-14,received,6500000,9350791,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for his invention and development of particle detectors, in particular the multiwire proportional chamber","för hans uppfinning och utveckling av partikeldetektorer, särskilt flertrådsproportionalkammaren",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1992,Get,application/json,142,NA,NA,NA
1984,2,1/3,NA,received,1650000,3850672,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,för teorier om immunsystemets specifika uppbyggnad och styrning och upptäckten av principen för produktion av monoklonala antikroppar,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1984,Get,application/json,430,NA,NA,NA
1958,1,1,1958-11-10,received,214559,2694692,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1958,Get,application/json,517,for sin innsats for å hjelpe flyktninger til å forlate flyktningeleirene og vende tilbake til et liv i frihet og verdighet,NA,NA
1972,1,1/2,NA,received,480000,3406394,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning the chemical structure of antibodies,för deras upptäckter rörande immunkropparnas kemiska byggnad,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1972,Get,application/json,398,NA,NA,NA
1983,1,1,1983-10-17,received,1500000,3782695,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,för införandet av nya analytiska metoder i nationalekonomisk teori och för en rigorös omformulering av teorin för allmän jämvikt,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/1983,Get,application/json,697,NA,NA,NA
2018,2,1/4,2018-10-02,received,9000000,9163200,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for their method of generating high-intensity, ultra-short optical pulses","för deras metod att alstra högintensiva, ultrakorta optiska pulser",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/2018,Get,application/json,961,NA,for groundbreaking inventions in the field of laser physics,för banbrytande uppfinningar inom laserfysik
1999,1,1/2,1999-10-12,received,7900000,10231411,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for elucidating the quantum structure of electroweak interactions in physics,för deras avgörande insatser rörande kvantstrukturen hos teorin för elektrosvag växelverkan i fysiken,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1999,Get,application/json,158,NA,NA,NA
1986,2,1/4,1986-10-15,received,2000000,4172678,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for their design of the scanning tunneling microscope,för deras konstruktion av sveptunnelmikroskopet,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1986,Get,application/json,128,NA,NA,NA
1939,1,1,NA,received,148822,4304564,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for the discovery of the antibacterial effects of prontosil,för upptäckten av prontosilets antibakteriella verkan,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1939,Get,application/json,334,NA,NA,NA
2007,1,1,2007-10-10,received,10000000,11506932,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his studies of chemical processes on solid surfaces,för hans studier av kemiska processer på fasta ytor,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/2007,Get,application/json,816,NA,NA,NA
1971,1,1,NA,received,450000,3382087,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals","för hans bidrag till kännedomen om elektronstruktur och geometri hos molekyler, särskilt fria radikaler",nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1971,Get,application/json,240,NA,NA,NA
1912,1,1,NA,received,140476,6876120,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art","förnämligast för hans rika, mångsidiga, framstående verksamhet inom den dramatiska diktningens område",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/1912,Get,application/json,582,NA,NA,NA
1988,2,1/3,NA,received,2500000,4729931,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of important principles for drug treatment,för deras upptäckter av viktiga principer för läkemedelsbehandling,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1988,Get,application/json,438,NA,NA,NA
1947,2,1/4,NA,received,146115,2967378,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discovery of the course of the catalytic conversion of glycogen,för deras upptäckt av förloppet vid glykogenets katalytiska omsättning,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1947,Get,application/json,344,NA,NA,NA
